item,category,cost,fling_power,fling_effect,flavor_text,name
i_2bc79a93,45.0,1000.0,50.0,,A memory disc that contains Electric-type data.It changes the type of the holder if held bya certain species of Pokémon.,Electric Memory
i_31774a6e,45.0,1000.0,50.0,,A memory disc that contains Psychic-type data.It changes the type of the holder if held bya certain species of Pokémon.,Psychic Memory
i_702c6582,45.0,1000.0,50.0,,A memory disc that contains Ice-type data.It changes the type of the holder if held bya certain species of Pokémon.,Ice Memory
i_064db421,45.0,1000.0,50.0,,A memory disc that contains Dragon-type data.It changes the type of the holder if held bya certain species of Pokémon.,Dragon Memory
i_fd11a091,45.0,1000.0,50.0,,A memory disc that contains Dark-type data.It changes the type of the holder if held bya certain species of Pokémon.,Dark Memory
i_037f37ff,32.0,200.0,30.0,,A fertilizer for growing Berries. However it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.,Stable Mulch
i_b8ba85de,32.0,200.0,30.0,,A fertilizer for growing Berries. However it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.,Stable Mulch
i_18e033fd,37.0,6000.0,80.0,,The user attacks with a ray of light that sparkles asif it were made of gemstones.,TR63
i_7012a0ca,37.0,10000.0,,,A restrained attack that prevents the target fromfainting. The target is left with at least 1 HP.,TM94
i_117051d3,37.0,10000.0,,,A restrained attack that prevents the target fromfainting. The target is left with at least 1 HP.,TM94
i_6c9fcc5d,22.0,0.0,,,A parcel to be delivered to Professor Oak fromViridian Citys Poké Mart.,Parcel
i_dfc3a7f2,3.0,80.0,10.0,3.0,A Berry to be consumed by Pokémon. If a Pokémonholds one it can recover from any status conditionduring battle.,Lum Berry
i_771bc5f8,37.0,1000.0,,,Boulders are hurled at the target. This also lowersthe target’s Speed stat by preventing its movement.,TM48
i_b6319aa2,37.0,1000.0,,,The user traps the target inside a harshly ragingsandstorm for four to five turns.,TM49
i_bc8e5e4c,37.0,30000.0,,,This attack move varies in power and typedepending on the weather.,TM46
i_294eed57,37.0,1000.0,,,"The user feigns crying to fluster the target, harshlylowering its Sp. Def stat.",TM47
i_665d78f9,37.0,100000.0,,,"The user bounces up high, then drops on the targeton the second turn. This may also leave the targetwith paralysis.",TM52
i_5b71fc07,37.0,1000.0,,,The user attacks by hurling a blob of mud at thetarget. This also lowers the target’s Speed stat.,TM53
i_eea981e2,37.0,10000.0,,,The user forcefully shoots seeds at the target twoto five times in a row.,TM50
i_054b0c32,37.0,1000.0,,,The user launches sharp icicles at the target two tofive times in a row.,TM51
i_6eabeba0,37.0,1000.0,,,The user hurls hard rocks at the target. Two to fiverocks are launched in a row.,TM54
i_9b538c9d,37.0,10000.0,,,"If the target’s HP is half or less, this attack will hitwith double the power.",TM55
i_514d8d47,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,CMa2294
i_77334877,42.0,200.0,,,"A gem with an essence of nature. When held, itstrengthens the power of a Grass-type moveone time.",Grass Gem
i_b05643a8,42.0,200.0,,,"A gem with an essence of ice. When held, itstrengthens the power of an Ice-type moveone time.",Ice Gem
i_244dc0a5,42.0,200.0,,,"A gem with an essence of combat. When held, itstrengthens the power of a Fighting-type moveone time.",Fighting Gem
i_a4cf3877,42.0,200.0,,,"A gem with an essence of poison. When held, itstrengthens the power of a Poison-type moveone time.",Poison Gem
i_18fd405c,12.0,4000.0,30.0,,"An item to be held by a Pokémon. If the holder ishit by an attack, it will be switched out of battle.",Eject Button
i_b8c0d25d,42.0,200.0,,,"A gem with an essence of fire. When held, itstrengthens the power of a Fire-type moveone time.",Fire Gem
i_8b11f27b,42.0,200.0,,,"A gem with an essence of water. When held, itstrengthens the power of a Water-type moveone time.",Water Gem
i_e8c21a84,42.0,200.0,,,"A gem with an essence of electricity. When held,it strengthens the power of an Electric-type moveone time.",Electric Gem
i_4e366cae,42.0,200.0,,,"A gem with an essence of land. When held, itstrengthens the power of a Ground-type moveone time.",Ground Gem
i_37076eee,42.0,200.0,,,"A gem with an essence of air. When held, itstrengthens the power of a Flying-type moveone time.",Flying Gem
i_88be980b,5.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, its Attack stat will increase when it’s ina pinch.",Liechi Berry
i_faa7e094,5.0,80.0,10.0,3.0,"A Berry to be consumed by Pokémon. If a Pokémonholds one, its Defense stat will increase when it’s ina pinch.",Ganlon Berry
i_39c801e1,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectiveRock-type attack.",Charti Berry
i_f952a504,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectiveGhost-type attack.",Kasib Berry
i_ea645365,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectivePsychic-type attack.",Payapa Berry
i_e68e942d,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectiveBug-type attack.",Tanga Berry
i_60ff0367,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectiveSteel-type attack.",Babiri Berry
i_7b5625b0,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one Normal-type attack.",Chilan Berry
i_b5905c09,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectiveDragon-type attack.",Haban Berry
i_8a8e0150,7.0,80.0,10.0,,"If held by a Pokémon, this Berry will lessen thedamage taken from one supereffectiveDark-type attack.",Colbur Berry
i_34b5197c,19.0,1000.0,30.0,,An item to be held by a Pokémon. This spoon isimbued with telekinetic power and boostsPsychic-type moves.,Twisted Spoon
i_2769aba7,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sge7479
i_a9a08996,7.0,80.0,10.0,,If held by a Pokémon this Berry will lessen thedamage taken from one supereffectiveFire-type attack.,Occa Berry
i_b474b0fa,26.0,20.0,,,A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher it will increasethat Pokémons Defense stat.,Tough Candy XL
i_84d5da95,22.0,0.0,,,A case that contains mechanical parts of some sortmade by the Devon Corporation.,Devon Parts
i_7f2d0361,37.0,6000.0,95.0,,"The user turns the target’s power against it.The higher the target’s Attack stat, the greaterthe damage it deals.",TR81
i_d4054745,21.0,0.0,,,A set containing a Berry Blender for makingPokéblocks and a Pokéblock Case forstoring Pokéblocks.,Pokéblock Kit
i_34711762,22.0,0.0,,,A key that opens a door inside Sea Mauville.,Key to Room 1
i_807c03af,22.0,0.0,,,A key that opens a door inside Sea Mauville.,Key to Room 2
i_1db78ab1,22.0,0.0,,,A key that opens a door inside Sea Mauville.,Key to Room 4
i_a00c5725,22.0,0.0,,,A key that opens a door inside Sea Mauville.,Key to Room 6
i_f429bdd5,37.0,16000.0,120.0,,"The user violently whirls its vines, tentacles, or thelike to harshly lash the target.",TR72
i_67bf39a2,37.0,16000.0,120.0,,The user shoots filthy garbage at the target toattack. This may also poison the target.,TR73
i_5e73eb8e,37.0,10000.0,80.0,,The user slams the target with its steel-hard head.This may also make the target flinch.,TR74
i_6ffbfeeb,37.0,16000.0,100.0,,The user stabs the target from below withsharpened stones. Critical hits land more easily.,TR75
i_4ef175fd,37.0,6000.0,10.0,,The user lays a trap of levitating stones around theopposing team. The trap hurts opposing Pokémonthat switch into battle.,TR76
i_9050c31f,37.0,6000.0,10.0,,"The user snares the target with grass and trips it.The heavier the target, the greater themove’s power.",TR77
i_7898b9da,37.0,10000.0,95.0,,The user strikes everything around it by swampingthe area with a giant sludge wave. This may alsopoison those hit.,TR78
i_51488c66,37.0,6000.0,10.0,,"The user slams into the target with its heavy body.The more the user outweighs the target, the greaterthe move’s power.",TR79
i_42074a3c,37.0,10000.0,,,The user attacks the target with a song. Others canjoin in the Round to increase the power ofthe attack.,TM76
i_648a76ba,,10000.0,,,The user attacks the target with a song. Others canjoin in the Round to increase the power ofthe attack.,TM76
i_b84d835c,27.0,3000.0,30.0,,A medicine that can be used to fully restore the HP ofa single Pokémon and heal any status conditions it has.,Full Restore
i_e21b7ea2,30.0,200.0,30.0,,A spray-type medicine for treating paralysis. It can beused to free a single Pokémon that has been paralyzed.,Paralyze Heal
i_de2e06fd,30.0,200.0,30.0,,A spray-type medicine to wake the sleeping. It can be usedto rouse a single Pokémon from the clutches of sleep.,Awakening
i_359f584c,30.0,200.0,30.0,,A spray-type medicine for treating freezing. It can beused to thaw out a single Pokémon that has beenfrozen solid.,Ice Heal
i_66a02585,30.0,400.0,30.0,,A spray-type medicine that is broadly effective.It can be used to heal all the status conditionsof a single Pokémon.,Full Heal
i_1bb9c1c5,27.0,700.0,30.0,,A spray-type medicine for treating wounds. It canbe used to restore 60 HP to a single Pokémon.,Super Potion
i_015748af,27.0,1500.0,30.0,,A spray-type medicine for treating wounds. It canbe used to restore 120 HP to a single Pokémon.,Hyper Potion
i_5268f699,27.0,2500.0,30.0,,A spray-type medicine for treating wounds. It canbe used to completely restore the max HP ofa single Pokémon.,Max Potion
i_989a36e6,37.0,16000.0,120.0,,The user violently whirls its vines tentacles or thelike to harshly lash the target.,TR72
i_dfb53999,29.0,4000.0,30.0,,A medicine that can be used to revive a singlePokémon that has fainted. It also fully restoresthe Pokémon’s max HP.,Max Revive
i_0524e31a,29.0,2000.0,30.0,,A medicine that can be used to revive a singlePokémon that has fainted. It also restores half ofthe Pokémon’s max HP.,Revive
i_454a56e5,37.0,16000.0,120.0,,The user violently whirls its vines tentacles or thelike to harshly lash the target.,TR72
i_f4d4e0f5,26.0,20.0,,,A candy that is packed with energy. When given toa Pokémon it will increase that Pokémons Defense stat.,Tough Candy
i_d1a49d1c,37.0,50000.0,,,The user creates a bizarre area in which Pokémonsheld items lose their effects for five turns.,TM72
i_6f0a8a2c,51.0,2200.0,10.0,,One of the many ingredients that can be used forcooking at your camp. The syrupy fruits give off a strongtropical feel.,Fruit Bunch
i_ace8d07f,51.0,2200.0,20.0,,One of the many ingredients that can be used forcooking at your camp. Melted cheese can really give acurry some richness.,Moomoo Cheese
i_939c8096,51.0,400.0,50.0,,One of the many ingredients that can be used forcooking at your camp. There are over fifty spicescontained within this ingredient’s hot flavor.,Spice Mix
i_1a249256,51.0,950.0,10.0,,One of the many ingredients that can be used forcooking at your camp. Add some whipped cream to aspicy curry to give it some sweetness.,Fresh Cream
i_0ce83448,9.0,20.0,50.0,,Throw one into a Pokémon Den to attracta wild Dynamax Pokémon.,Wishing Piece
i_77b73097,10.0,1600.0,80.0,,"A peculiar teapot that can make a certain species ofPokémon evolve. It may be cracked, but tea pouredfrom it is delicious.",Cracked Pot
i_17953e83,10.0,38000.0,80.0,,"A peculiar teapot that can make a certain species ofPokémon evolve. It may be chipped, but tea pouredfrom it is delicious.",Chipped Pot
i_31b9c95b,21.0,0.0,,,Strange earbuds that allow you to freely control thevolume of various sounds.,Hi-tech Earbuds
i_7079daa0,51.0,950.0,10.0,,One of the many ingredients that can be used forcooking at your camp. Using packaged curry helpsmake sure there are no slipups when cooking.,Packaged Curry
i_8734535b,51.0,950.0,10.0,,One of the many ingredients that can be used forcooking at your camp. The refined sweetness of thiscoconut milk makes it quite popular.,Coconut Milk
i_bcfdf672,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Gem2891
i_112a234f,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Ghost-type moves to Z-Moves.,Ghostium Z
i_2afdf969,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Per834
i_10070c65,12.0,4000.0,50.0,,An item to be held by a Pokémon. When the holdersstats are lowered it will be switched out of battle.,Eject Pack
i_c5a44b1b,12.0,4000.0,50.0,,An item to be held by a Pokémon. When the holdersstats are lowered it will be switched out of battle.,Eject Pack
i_88dfe651,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,UMa3569
i_3e2f68cf,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Psc596
i_6d42f180,23.0,0.0,,,One of the Rotom Powers.It reduces the prices of products at Poké Martsby half.,Roto Bargain
i_f51b285d,23.0,0.0,,,One of the Rotom Powers.It triples the prize money you receive after battle.,Roto Prize Money
i_bfcb4d6b,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Lyr7178
i_9e504c67,23.0,0.0,,,One of the Rotom Powers.It increases the Exp. Points your Pokémon receiveafter battle a little.,Roto Exp. Points
i_8b9d70c4,23.0,0.0,,,One of the Rotom Powers.It helps Pokémon in your party grow friendly faster.,Roto Friendship
i_6b5b48e0,50.0,20.0,10.0,,When a Pokémon smells this mint its Attack will growmore easily but its Sp. Def will grow more slowly.,Naughty Mint
i_e8ebe57e,,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Koffing Candy
i_2ecde26a,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Koffing Candy
i_feafda7d,49.0,,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Vir5107
i_e2933ca3,23.0,0.0,,,This stickpin contains an untold power thatsomehow enables Pokémon carrying a Mega Stoneto Mega Evolve in battle.,Mega Stickpin
i_42009e70,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Banette hold it and this stone will enable it toMega Evolve during battle.,Banettite
i_1afdb294,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Banette hold it and this stone will enable it toMega Evolve during battle.,Banettite
i_f5fbb4d8,51.0,950.0,10.0,,One of the many ingredients that can be used forcooking at your camp. Though carelessly picked theseherbs can add a fragrant accent to a dish.,Pungent Root
i_9ca38b89,,0.0,,,An extremely important letter to Steven fromthe president of Devon Corporation.,Letter
i_dbb0b789,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Zapdos Candy
i_f1fa21da,18.0,1000.0,60.0,,An item to be held by Farfetchd. This very longand stiff stalk of leek boosts its critical-hit ratio.,Leek
i_8dbfcfe3,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cru4700
